score,l_pol,r_pol,valence,song,,,,,,,,l_pol_old,r_pol_old
6,326.6047214,321.6875,0.704,royal flush,,,,,,,,1.028872303,2.518939394
6,300.2083333,279.5912429,0.221,a shelter a weapon,,,,,,,,9.027777778,15.27538093
6,308.515625,273.465831,0.538,feathers,,,,,,,,6.510416667,17.13156635
6,280.419697,303.8658815,0.641,vodka ayahuasca,,,,,,,,15.02433425,7.919429861
6,307.2142857,304.1144958,0.167,damage,,,,,,,,6.904761905,7.844092182
6,369.8035714,298.0430111,0.623,lousy connection,,,,,,,,-12.06168831,9.68393604
6,295.5494505,268.9564336,0.362,see her out,,,,,,,,10.43956044,18.49805043
7,312.125,291.122549,0.539,hisingen blues,,,,,,,,5.416666667,11.78104575
7,391.875,277.6217728,0.331,god takes care of the little things,,,,,,,,-18.75,15.87219006
7,382.4615385,287.725,0.0577,board up the house,,,,,,,,-15.8974359,12.81060606
7,324.1079696,257.4210048,0.777,thank youse,,,,,,,,1.785463765,21.9936349
7,339.2349462,297.1814815,0.276,life,,,,,,,,-2.798468557,9.945005612
7,309.0555556,289.6386261,0.0828,invasion,,,,,,,,6.346801347,12.23071936
7,299.8322511,289.8214286,0.548,gone tomorrow,,,,,,,,9.141742096,12.17532468
7,290.0333333,287.746118,0.906,ya man,,,,,,,,12.11111111,12.80420666
7,282.8425926,279.0996835,0.479,where do we go from here,,,,,,,,14.29012346,15.42433832
7,274.3793996,255.1672414,0.766,mix 2,,,,,,,,16.8547274,22.67659352
7,272.0826087,305.5020726,0.227,fresh as a sweet sunday morning,,,,,,,,17.55072464,7.423614349
7,404.5138889,306.4466801,0.419,this passing into the power of demons,,,,,,,,-22.57996633,7.137369673
7,300.8703704,313.6584416,0.155,a dream of water,,,,,,,,8.827160494,4.951987407
7,253,260.6702226,0.257,burred lens,,,,,,,,23.33333333,21.00902344
7,288.75,310.162892,0.085,glass bottom boat,,,,,,,,12.5,6.011244853
7,256.8823529,294.3471926,0.189,blackbird,,,,,,,,22.15686275,10.80388103
7,277.9211111,282.1953024,0.152,adrenaline,,,,,,,,15.78148148,14.48627199
7,277.55,287.4260379,0.283,2am,,,,,,,,15.89393939,12.90120065
7,299.4880952,273.0066865,0.628,great american nude,,,,,,,,9.246031746,17.27070106
7,415.9309524,312.7556548,0.293,christ deformed,,,,,,,,-26.03968254,5.225559163
7,293.90625,277.4359081,0.286,forgiveness,,,,,,,,10.9375,15.9285127
7,308.360119,285.5360942,0.731,piss off,,,,,,,,6.557539683,13.47391084
7,326.5661765,280.2968119,0.632,moochie,,,,,,,,1.040552585,15.06157214
7,303.1875,273.3814103,0.068,the lucky one,,,,,,,,8.125,17.15714841
7,321.3171296,275.0204365,0.33,lazy crossbones,,,,,,,,2.63117284,16.66047379
7,330,290.0058464,0.0922,e5150,,,,,,,,0,12.11944048
7,315.2713033,274.8502421,0.434,alienated,,,,,,,,4.463241437,16.71204784
7,329.3103175,279.9329427,0.545,do my thang,,,,,,,,0.208994709,15.17183554
7,446.4,275.8399177,0.666,you can make me feel bad,,,,,,,,-35.27272727,16.41214615
7,364.8047991,277.2517606,0.384,bitches,,,,,,,,-10.54690882,15.98431498
7,330,335.0833333,0.0864,672,,,,,,,,0,-1.54040404
7,361.625,277.2785714,0.724,drive,,,,,,,,-9.583333333,15.97619048
7,350.152193,268.6692982,0.778,pirates,,,,,,,,-6.106725146,18.58506114
7,318.9385965,301.3225437,0.502,forever begins,,,,,,,,3.351940457,8.690138267
7,268.5294118,302.8582755,0.181,recover,,,,,,,,18.62745098,8.224764987
7,278.7619048,276.5800658,0.445,longing and waiting,,,,,,,,15.52669553,16.18785886
7,322.3846154,305.3115079,0.391,teenage lightning,,,,,,,,2.307692308,7.481361231
7,340.3714286,294.525085,0.19,pretty ugly before,,,,,,,,-3.142857143,10.74997423
7,204.53125,291.3229663,0.237,a shield with an iron face,,,,,,,,38.02083333,11.72031325
7,322.7045455,274.9571712,0.112,dance to another tune,,,,,,,,2.210743802,16.67964509
7,278.6666667,297.6674819,0.0931,valerie,,,,,,,,15.55555556,9.797732762
7,458.3333333,252.9822995,0.98,hippopotamus,,,,,,,,-38.88888889,23.33869712
7,280.5,264.7022959,0.518,hamster suite,,,,,,,,15,19.78718306
7,314.75,284.1857639,0.73,mighty quinn,,,,,,,,4.621212121,13.88310185
7,334.5283333,281.1440281,0.352,the strangest thing,,,,,,,,-1.372222222,14.80483997
7,330,256.8115,0.139,untitled,,,,,,,,0,22.17833333
7,412.5,258.4915027,0.885,something in my soul,,,,,,,,-25,21.66924161
7,264,307.5905379,0.292,turn it out,,,,,,,,20,6.790746102
7,330,303.6424536,0.2,little fishes,,,,,,,,0,7.987135275
7,276,230.6597222,0.166,minor justice,,,,,,,,16.36363636,30.10311448
7,330,273.6559311,0.117,tea house moon,,,,,,,,0,17.07396027
7,330,291.4785338,0.533,smokers in love,,,,,,,,0,11.67317158
7,313.5675439,293.9410077,0.967,dem neva mek it,,,,,,,,4.979532164,10.92696738
7,401.5,296.3465107,0.126,property lines,,,,,,,,-21.66666667,10.19802707
7,299.75,294.4967725,0.382,you file,,,,,,,,9.166666667,10.75855379
7,344.1428571,270.7440476,0.189,fancy footwork laidback luke remix,,,,,,,,-4.285714286,17.95634921
7,330,247.6592069,0.547,vanilla minus,,,,,,,,0,24.9517555
7,381.3333333,300.1404247,0.957,working for vacation,,,,,,,,-15.55555556,9.048356158
7,241.8044372,267.4151003,0.927,strong,,,,,,,,26.72592811,18.96512114
7,311.5357143,307.9811862,0.0997,alone all the way,,,,,,,,5.595238095,6.672367811
7,297.8102679,293.3001894,0.104,elsewhere anchises,,,,,,,,9.754464286,11.12115473
7,242.6513158,307.2244412,0.464,i ve never been to me,,,,,,,,26.46929825,6.901684483
7,330,311.0694444,0.152,microgravity,,,,,,,,0,5.736531987
7,330,307.5915675,0.0979,molly aquafina,,,,,,,,0,6.790434103
7,319.7690476,270.8249678,0.526,hourglass,,,,,,,,3.1002886,17.93182793
7,332.6875,302.9029781,0.767,ghost dream,,,,,,,,-0.814393939,8.211218758
7,325.875,292.2364103,0.274,honestly,,,,,,,,1.25,11.44351204
7,310.5,260.1722973,0.209,east from west,,,,,,,,5.909090909,21.15990991
7,293.4130435,330.2173016,0.572,what i needed,,,,,,,,11.08695652,-0.065848966
7,385.7366152,286.0154597,0.711,dirtee cash,,,,,,,,-16.88988339,13.32864859
7,326.7,309.4180272,0.0394,fields of rape,,,,,,,,1,6.236961451
7,350.3385417,275.6444236,0.15,in winter still,,,,,,,,-6.163194444,16.4713868
7,418.808631,313.2725738,0.727,trying,,,,,,,,-26.91170635,5.068917018
7,296.5899123,274.893018,0.789,life itself,,,,,,,,10.12426901,16.69908545
7,282.8571429,281.749349,0.44,kingdom of rust,,,,,,,,14.28571429,14.62140941
7,330,273.4708016,0.692,killing time,,,,,,,,0,17.13006011
7,338.25,302.5914931,0.393,phoenix rising,,,,,,,,-2.5,8.305608165
7,314.1482143,248.6029412,0.233,need for speed,,,,,,,,4.803571429,24.6657754
7,203.0769231,308.6244118,0.461,yesterday today,,,,,,,,38.46153846,6.47745098
7,281.7934783,250.7881773,0.606,great blacks,,,,,,,,14.60803689,24.00358262
7,313.5,265.5006919,0.18,acorn factory,,,,,,,,5,19.54524488
7,358.0797619,329.6905102,0.457,relentless,,,,,,,,-8.509018759,0.093784787
7,307.2142857,309.1278665,0.322,ten women,,,,,,,,6.904761905,6.324888952
7,320.1607143,272.9008118,0.302,funerals release dates,,,,,,,,2.981601732,17.30278432
7,320.5714286,292.2378663,0.473,sara,,,,,,,,2.857142857,11.44307082
7,275.7857143,260.9577976,0.0823,full circle,,,,,,,,16.42857143,20.92187951
7,325.875,296.9324699,0.542,mercy,,,,,,,,1.25,10.02046366
7,372.1666667,263.8201848,0.523,star dream girl,,,,,,,,-12.77777778,20.05448946
7,259.2857143,289.9412916,0.914,desert,,,,,,,,21.42857143,12.13900255
7,369,288.9871795,0.0765,surface scratch,,,,,,,,-11.81818182,12.42812743
7,369.6,292.0800737,0.0347,teeth into red,,,,,,,,-12,11.49088676
7,292.2857143,270.9128993,0.4,the dancer disappears,,,,,,,,11.42857143,17.90518202
7,231,267.327381,0.546,electric suits cowboy boots,,,,,,,,30,18.99170274
7,260.075,297.4880952,0.803,haunted heart,,,,,,,,21.18939394,9.852092352
7,292.1111111,248.2085573,0.717,big brother,,,,,,,,11.48148148,24.78528565
7,330,288.1145604,0.911,complemento,,,,,,,,0,12.69255744
7,373.5114469,286.7195122,0.308,temple of sickness,,,,,,,,-13.18528694,13.11529933
7,408.1458333,271.3464286,0.833,share the words,,,,,,,,-23.68055556,17.77380952
7,366.2083333,320.5890152,0.198,slave to negativity,,,,,,,,-10.97222222,2.85181359
7,355.6666667,268.2593854,0.702,word by word,,,,,,,,-7.777777778,18.70927716
7,341.6875,329.9312865,0.521,so little to give,,,,,,,,-3.541666667,0.020822258
7,337.0942029,276.9404762,0.161,bear me away,,,,,,,,-2.149758454,16.07864358
7,345.296875,285.8244048,0.341,white magic,,,,,,,,-4.635416667,13.38654401
7,337.9815476,271.6463415,0.172,cabin fever,,,,,,,,-2.418650794,17.68292683
7,254.7,295.8057244,0.414,say that again,,,,,,,,22.81818182,10.36190169
7,326.8287954,246.1452402,0.497,gazzillion ear,,,,,,,,0.96097108,25.41053327
7,273.9,305.5072643,0.226,storm country,,,,,,,,17,7.422041111
7,365.0815972,320.9640293,0.656,forgive me being lost,,,,,,,,-10.63078704,2.738172938
7,201.6666667,273.5093284,0.791,salvation army,,,,,,,,38.88888889,17.11838535
7,330,306.3237385,0.921,4,,,,,,,,0,7.174624712
7,292.5209184,283.3309083,0.285,all i want for christmas,,,,,,,,11.35729746,14.142149
7,332.6190476,275.4488889,0.369,all systems red,,,,,,,,-0.793650794,16.53063973
7,363,310.5724629,0.534,not me,,,,,,,,-10,5.887132449
7,298.2692308,302.95671,0.317,lazy lover,,,,,,,,9.615384615,8.194936377
7,234.8076923,283.7279412,0.385,inar if you know the degree of my love for you,,,,,,,,28.84615385,14.02183601
7,273.335034,270.923081,0.376,burn remix,,,,,,,,17.17120181,17.90209666
7,316.6952381,296.9286423,0.449,past in present,,,,,,,,4.031746032,10.02162355
7,277.9071429,325.2298077,0.845,deeper than love,,,,,,,,15.78571429,1.445512821
7,302.15625,281.4287749,0.0441,twins,,,,,,,,8.4375,14.71855305
7,365.8285714,320.9861111,0.033,glass deers,,,,,,,,-10.85714286,2.731481481
7,282.8571429,258.4842614,0.397,psycho future,,,,,,,,14.28571429,21.67143595
7,253,293.9814469,0.353,two planets,,,,,,,,23.33333333,10.91471306
7,372.1666667,313.167129,0.473,fields of marigold,,,,,,,,-12.77777778,5.100870004
7,330,318.2838972,0.0708,pursuit,,,,,,,,0,3.550334169
7,377.4128788,294.2872899,0.522,school for scandal,,,,,,,,-14.36753903,10.82203336
7,353.542328,285.1718362,0.75,ted fucking williams,,,,,,,,-7.134038801,13.58429205
7,358.1875,316.2066545,0.961,waste the alphabet,,,,,,,,-8.541666667,4.17980168
7,367.0162338,301.2554487,0.871,all my life,,,,,,,,-11.21704054,8.710470085
7,330,278.385119,0.935,samba de janeiro,,,,,,,,0,15.64087302
7,330,309.7693798,0.467,the thing,,,,,,,,0,6.130490956
7,232.6666667,299.7177656,0.179,country cookie 3,,,,,,,,29.49494949,9.176434676
7,337.2575188,304.4484127,0.255,flat hand,,,,,,,,-2.19924812,7.742905243
7,267.9691043,279.2713343,0.55,cut the cake,,,,,,,,18.79724112,15.37232295
7,382.4136905,283.6755952,0.474,drive all night,,,,,,,,-15.88293651,14.03769841
7,331.8333333,307.1584821,0.587,the sound of young america,,,,,,,,-0.555555556,6.921672078
7,322.8303571,277.041514,0.358,one crowded hour,,,,,,,,2.172619048,16.04802605
7,227.3571429,283.733742,0.465,blank tapes,,,,,,,,31.1038961,14.02007818
7,321.0833333,295.0961538,0.334,age old blue,,,,,,,,2.702020202,10.57692308
7,277.2,293.7880991,0.615,capture,,,,,,,,16,10.97330332
7,259.5086207,249.3380696,0.175,redundant,,,,,,,,21.36102403,24.4430092
7,349.8,312.3081912,0.192,glaciers,,,,,,,,-6,5.361154186
7,363,283.7436602,0.862,porcupine or pineapple,,,,,,,,-10,14.01707267
7,328.625,307.8866264,0.311,miasma sky,,,,,,,,0.416666667,6.701022289
7,330,301.6673963,0.879,bubble bobble,,,,,,,,0,8.585637481
7,330,267.1168367,0.385,commercial break,,,,,,,,0,19.05550402
7,330,274.98,0.701,she just likes to fight,,,,,,,,0,16.67272727
7,300,280.8401099,0.231,still,,,,,,,,9.090909091,14.8969364
7,203.0769231,256.0534092,0.745,promise not to think about love,,,,,,,,38.46153846,22.40805783
7,286.5357143,306.7188193,0.574,gebbie street,,,,,,,,13.17099567,7.05490324
7,261.9375,290.0785714,0.18,my boy builds coffins,,,,,,,,20.625,12.0974026
7,278.5742857,281.0623898,0.937,stayin alive,,,,,,,,15.58354978,14.82957886
7,303.875,324.1001816,0.849,national parks,,,,,,,,7.916666667,1.787823758
7,330,268.9192177,0.0317,ouo,,,,,,,,0,18.50932797
7,268.5952381,283.6463964,0.278,jessica,,,,,,,,18.60750361,14.04654655
7,251.7548496,285.3381924,0.231,let me hit that,,,,,,,,23.71065163,13.53388108
7,495,292.7151228,0.796,forgive me,,,,,,,,-50,11.29844765
7,198.171875,249.4550493,0.719,tell me you love me,,,,,,,,39.94791667,24.40756083
7,330,290.1207265,0.282,harlem shake,,,,,,,,0,12.08462833
7,319,303.5175325,0.769,wool in the wash,,,,,,,,3.333333333,8.024990161
7,341.0785714,293.9199936,0.463,ever increasing circles,,,,,,,,-3.357142857,10.93333527
7,223.4795918,260.0462121,0.254,mimi song,,,,,,,,32.27891156,21.19811754
7,295.8011719,317.3297394,0.529,fork,,,,,,,,10.36328125,3.839472896
7,330,316.6258876,0.542,esperar,,,,,,,,0,4.052761341
7,245.1428571,264.0616135,0.69,this heart is a stone,,,,,,,,25.71428571,19.98132925
7,265.9642857,314.5877065,0.695,set the controls for the heart of the pelvis,,,,,,,,19.4047619,4.670391966
7,327.9198718,297.0827295,0.457,atop a cake,,,,,,,,0.63034188,9.974930464
7,360.2434524,290.6018967,0.197,in a while,,,,,,,,-9.16468254,11.93881918
7,341.7247024,295.8575581,0.721,bitchslap,,,,,,,,-3.552940115,10.3461945
7,273.1666667,291.9181667,0.148,voices from the top of the mountain,,,,,,,,17.22222222,11.53994949
7,300.797619,303.8394097,0.163,sex tourists,,,,,,,,8.849206349,7.927451599
7,351.0335714,292.8482804,0.541,blue times two,,,,,,,,-6.373809524,11.25809684
7,330,297.4880268,0.18,shallow ground,,,,,,,,0,9.852113085
7,253.3928571,288.6226484,0.668,french navy,,,,,,,,23.21428571,12.53859138
7,264.75,283.0745301,0.467,me and you,,,,,,,,19.77272727,14.21983937
7,401.3791209,294.1976453,0.237,spin the dial,,,,,,,,-21.63003663,10.84919839
7,542.609375,306.887967,0.342,global probing,,,,,,,,-64.42708333,7.003646354
7,237.4431818,292.0980373,0.26,magic mountain,,,,,,,,28.04752066,11.48544324
7,311.0119048,279.8616071,0.407,no one but you,,,,,,,,5.753968254,15.19345238
7,299.2895959,297.5565476,0.526,sparkle mr midnight mix,,,,,,,,9.306183064,9.831349206
7,298.5277778,281.9867127,0.608,rodeo,,,,,,,,9.537037037,14.54948098
7,371.5397135,289.6764925,0.0379,off off broadway,,,,,,,,-12.58779198,12.21924469
7,335.5611111,312.8166896,0.19,rattlesnakes smell like split cucumber,,,,,,,,-1.685185185,5.20706377
7,285.287037,273.819617,0.34,talk to me,,,,,,,,13.54938272,17.02435849
7,341,298.1988966,0.29,four walls,,,,,,,,-3.333333333,9.63669799
7,291.6964286,319.8165175,0.895,got old,,,,,,,,11.60714286,3.085903779
7,259.0107143,292.1732955,0.707,firebomb,,,,,,,,21.51190476,11.46263774
7,313.7619048,281.7013393,0.404,dear justice letter,,,,,,,,4.920634921,14.63595779
7,364.6885965,312.5782967,0.707,kemosabe,,,,,,,,-10.51169591,5.279304029
7,246.125,276.1374092,0.485,southern nights,,,,,,,,25.41666667,16.32199721
7,275.7857143,297.8878311,0.662,wintertime love,,,,,,,,16.42857143,9.730960279
7,353.5277778,311.562256,0.157,traveling,,,,,,,,-7.12962963,5.587195136
7,314.75,262.6798246,0.34,to the east,,,,,,,,4.621212121,20.40005316
7,301.4545455,291.4444444,0.155,man and wife the former financial planning,,,,,,,,8.650137741,11.68350168
7,254.3469388,270.1325397,0.361,kiss of life,,,,,,,,22.92517007,18.14165464
7,392.1923077,316.2857143,0.398,the rest of you,,,,,,,,-18.84615385,4.155844156
7,299.3452381,287.933171,0.0776,angel cum clean,,,,,,,,9.289321789,12.74752394
7,299.75,273.7011742,0.554,change of heart,,,,,,,,9.166666667,17.06025025
7,302.6571429,286.4304029,0.312,time moves slow,,,,,,,,8.285714286,13.2029082
7,385.6111111,297.8210227,0.0378,a violent sky,,,,,,,,-16.85185185,9.751205234
7,388.6666667,310.7207207,0.591,sin city,,,,,,,,-17.77777778,5.842205842
7,434.5,285.4946429,0.0705,vacant grave,,,,,,,,-31.66666667,13.48647186
7,259.7777778,267.9153226,0.254,a new love can be found,,,,,,,,21.27946128,18.81353861
7,239.25,281.0363014,0.812,return of white rabbit,,,,,,,,27.5,14.83748443
7,326.6153846,281.2978395,0.455,before the world was big,,,,,,,,1.025641026,14.75823045
7,332.9010989,293.7659799,0.108,california,,,,,,,,-0.879120879,10.98000611
7,300.6666667,327.1456294,0.419,o little town of bethlehem,,,,,,,,8.888888889,0.864960797
7,320.122449,285.258658,0.893,evident utensil,,,,,,,,2.993197279,13.55798242
7,297.825,274.4619883,0.562,she never understood,,,,,,,,9.75,16.82970051
7,406.2916667,283.8880719,0.947,sister of pearl,,,,,,,,-23.11868687,13.97331155
7,332.5420168,280.4775376,0.408,welcome home sanitarium,,,,,,,,-0.770308123,15.00680679
7,259.9241071,303.7544643,0.322,marie cherie,,,,,,,,21.23511905,7.953192641
7,404.0884921,294.8563853,0.179,lots,,,,,,,,-22.4510582,10.64958022
7,283.1190476,287.1538149,0.959,let it snow,,,,,,,,14.20634921,12.98369244
7,272.765625,286.5822945,0.905,epoxy for example,,,,,,,,17.34375,13.15688046
7,270.7941176,295.9352345,0.144,idioteque,,,,,,,,17.94117647,10.3226562
7,306.5621693,256.8717532,0.43,lord knows,,,,,,,,7.102372936,22.16007477
7,330,264.4281136,0.103,rattler,,,,,,,,0,19.87026862
7,268.4825,260.8298834,0.594,on the grind homie,,,,,,,,18.64166667,20.9606414
7,266.3833333,283.4114286,0.89,oh yeah,,,,,,,,19.27777778,14.11774892
7,294.9375,295.2048611,0.898,this little light of mine,,,,,,,,10.625,10.54398148
7,364.1052632,266.0906832,0.793,sensoria,,,,,,,,-10.33492823,19.36645963
7,307.4563492,270.8171053,0.834,dr bombay,,,,,,,,6.831409331,17.93421053
7,384.7904762,287.3821925,0.588,slide on u,,,,,,,,-16.6031746,12.91448713
7,138.1875,319.3251082,0.832,reference point zero,,,,,,,,58.125,3.234815689
7,312.3214286,294.403826,0.932,wishing,,,,,,,,5.357142857,10.7867194
7,363,289.068715,0.855,marzipan,,,,,,,,-10,12.4034197
7,355.9285714,294.5124031,0.531,strawberry skies,,,,,,,,-7.857142857,10.75381724
7,333.5357143,281.4821429,0.551,500 miles away from home,,,,,,,,-1.071428571,14.70238095
7,294.25,290.2892857,0.0564,the thorn in my side is gone alternate version,,,,,,,,10.83333333,12.03354978
7,294.9178571,280.7519106,0.779,the biz grasshopper experiment,,,,,,,,10.63095238,14.92366344
7,340.6121795,299.6223214,0.329,drove me to the wall,,,,,,,,-3.215811966,9.205357143
7,350.1155462,282.3159251,0.123,another rainy day,,,,,,,,-6.095620066,14.44971968
7,342.4558824,255.2037252,0.156,bad blood better,,,,,,,,-3.774509804,22.66553782
7,271.0714286,291.6562684,0.0711,daylight and the sun,,,,,,,,17.85714286,11.61931259
7,284.1268519,270.9957983,0.658,silver timothy,,,,,,,,13.90095398,17.88006112
7,271.0549451,261.786794,0.882,for your heart,,,,,,,,17.86213786,20.67066848
7,405.6642857,290.8595095,0.435,goin out of my head,,,,,,,,-22.92857143,11.86075471
7,305.4757653,278.9075261,0.705,the craft,,,,,,,,7.431586271,15.48256784
7,270.1111111,300.7381324,0.158,holland,,,,,,,,18.14814815,8.867232617
7,310.2857143,308.3173333,0.266,4:00 AM,,,,,,,,5.974025974,6.570505051
7,216.8375,282.7425303,0.218,street woods,,,,,,,,34.29166667,14.32044535
7,294.9375,297.7507215,0.644,thwart by thwart,,,,,,,,10.625,9.772508636
7,347.2857143,330.3554688,0.333,no hassle night,,,,,,,,-5.238095238,-0.107717803
7,320.715812,286.0178965,0.209,ready,,,,,,,,2.813390313,13.32791014
7,351.7623457,309.7321789,0.857,sleeping through heaven,,,,,,,,-6.594650206,6.14176396
7,286,271.1240385,0.204,if it hurts,,,,,,,,13.33333333,17.84120047
7,332.4388889,256.0741379,0.21,cry,,,,,,,,-0.739057239,22.40177638
7,288.6714286,297.9093383,0.761,the hair song,,,,,,,,12.52380952,9.724442945
7,288.75,299.3755848,0.04,city of dreams,,,,,,,,12.5,9.28012582
7,284.625,303.2969697,0.132,rainbow,,,,,,,,13.75,8.091827365
7,308.3235294,263.0759821,0.37,two sitting ducks,,,,,,,,6.568627451,20.28000541
7,330,295.2813385,0.639,portuguese solid summer,,,,,,,,0,10.52080652
7,528,280.0914723,0.284,tradition,,,,,,,,-60,15.12379627
7,366.1666667,287.9174528,0.666,low down soul,,,,,,,,-10.95959596,12.75228702
7,246.8944099,283.8613248,0.488,final home,,,,,,,,25.18351214,13.98141673
7,302.7619048,267.287415,0.315,staples,,,,,,,,8.253968254,19.00381365
7,330,266.735481,0.356,corcovado,,,,,,,,0,19.17106636
7,304.5002904,239.2488806,0.45,new religion,,,,,,,,7.727184739,27.50033921
7,267.5,309.8414502,0.0755,shape,,,,,,,,18.93939394,6.10865145
7,330,260.7234043,0.333,11 januari,,,,,,,,0,20.9929078
7,275,267.4485348,0.205,i cover the waterfront,,,,,,,,16.66666667,18.95498945
7,318.8738095,299.7115385,0.0734,promises,,,,,,,,3.371572872,9.178321678
7,297.1702381,284.1395042,0.572,perfected on puritan ave,,,,,,,,9.948412698,13.89711993
7,462,268.0771858,0.164,your blues,,,,,,,,-40,18.76448915
7,299.1607143,289.6172507,0.461,lawman,,,,,,,,9.345238095,12.23719677
8,240.4285714,284.3970588,0.385,tennessee blues,,,,,,,,27.14285714,13.81907308
8,289.6339286,264.4962585,0.41,beautiful people,,,,,,,,12.23214286,19.84961864
8,363,271.064721,0.424,ativan,,,,,,,,-10,17.85917547
8,292.25,302.3188202,0.053,he who breeds pestilence,,,,,,,,11.43939394,8.388236296
8,280.5,304.5694686,0.198,dmt song,,,,,,,,15,7.706221624
8,268.3676471,304.8185038,0.335,get with you and get high,,,,,,,,18.67647059,7.630756418
8,283.8611111,278.6595899,0.15,some other time,,,,,,,,13.98148148,15.55770002
8,308.2095238,270.4013889,0.965,cumberland gap,,,,,,,,6.603174603,18.06018519
8,255.75,306.4373656,0.201,papi pacify,,,,,,,,22.5,7.140192245
8,211.97,296.7578869,0.591,superstar wonderful weirdos,,,,,,,,35.76666667,10.0733676
8,330,284.9286837,0.438,sun,,,,,,,,0,13.65797462
8,306.737619,271.5678571,0.651,fandango,,,,,,,,7.049206349,17.70670996
8,330,289.9345885,0.699,milk man,,,,,,,,0,12.14103379
8,204.057971,286.2229953,0.303,love hurts,,,,,,,,38.16425121,13.265759
8,271.692029,269.0735507,0.68,freaky freaky,,,,,,,,17.66908213,18.46256039
8,349.2833333,297.7282014,0.318,bed bugs,,,,,,,,-5.843434343,9.779332904
8,391.1482143,307.380096,0.263,little girl blue,,,,,,,,-18.5297619,6.854516368
8,325.7404528,299.6552308,0.641,uv,,,,,,,,1.290771876,9.195384615
8,298.9038462,295.3161064,0.0359,color of blood,,,,,,,,9.423076923,10.51027077
8,254.1,286.9153904,0.434,on the line,,,,,,,,23,13.05594231
8,285.4761905,288.8798268,0.563,mindkilla,,,,,,,,13.49206349,12.46065853
8,303.073913,296.872992,0.891,robin egg blue,,,,,,,,8.15942029,10.03848728
8,309.0595238,265.5290453,0.829,working in a goldmine,,,,,,,,6.345598846,19.53665295
8,80.12745098,298.1790438,0.296,a beautiful woman,,,,,,,,75.71895425,9.642713988
8,262.625,273.0029762,0.207,black boy,,,,,,,,20.41666667,17.2718254
8,350.1953125,290.7963251,0.113,the light before we land,,,,,,,,-6.119791667,11.8799015
8,374,291.571588,0.115,fade away,,,,,,,,-13.33333333,11.64497334
8,395.0833333,317.6283466,0.682,expensive shit,,,,,,,,-19.72222222,3.748985891
8,296.0787037,286.9063051,0.369,lookin in,,,,,,,,10.2791807,13.05869542
8,319,258.861763,0.855,my baby just cares for me,,,,,,,,3.333333333,21.5570415
8,330,322.1594767,0.403,ipacial section,,,,,,,,0,2.375916163
8,212.85,282.5920559,0.151,sweet and lovely,,,,,,,,35.5,14.36604368
8,256.3392857,295.4858245,0.853,think about it,,,,,,,,22.32142857,10.45884106
8,286.48125,286.2708383,0.19,alice,,,,,,,,13.1875,13.25126111
8,519.9924812,264.4838635,0.448,bad seeds,,,,,,,,-57.57347915,19.85337471
8,331.9642857,303.3825453,0.135,shoeing the bones,,,,,,,,-0.595238095,8.065895372
8,330,285.6696756,0.094,dejenme llorar,,,,,,,,0,13.43343165
8,375.6185714,279.8190499,0.522,the return,,,,,,,,-13.82380952,15.20634851
8,404.25,286.1448768,0.202,the quest for equilibrium,,,,,,,,-22.5,13.28943126
8,233.2916667,264.6875,0.602,homesick,,,,,,,,29.30555556,19.79166667
8,339.2194519,300.0142857,0.12,the ballad of the costa concordia,,,,,,,,-2.793773313,9.086580087
8,192.4408602,266.8096764,0.433,love to love you baby,,,,,,,,41.68458781,19.1485829
8,350.35,285.7324223,0.893,bubbles in my beer,,,,,,,,-6.166666667,13.41441747
8,325.2857143,301.1013684,0.703,heroes and martyrs,,,,,,,,1.428571429,8.757161102
8,316.3377072,329.4906136,0.381,numb to the guns,,,,,,,,4.140088712,0.154359529
8,259.875,272.9709117,0.647,flowers,,,,,,,,21.25,17.28154192
8,288.4444444,268.5595238,0.688,bulletproof love,,,,,,,,12.59259259,18.61832612
8,332.0625,302.1863742,0.628,hollywood forever cemetery sings,,,,,,,,-0.625,8.428371447
8,300.2618056,280.202152,0.378,endangered species,,,,,,,,9.011574074,15.09025697
8,330,285.4534452,0.0968,count five or six,,,,,,,,0,13.49895601
8,368.8208333,274.800854,0.417,cold spring,,,,,,,,-11.76388889,16.72701393
8,318.8232143,271.4624294,0.229,used to be,,,,,,,,3.386904762,17.73865776
8,302.5501302,283.7630463,0.967,no 4,,,,,,,,8.318142361,14.01119809
8,330,277.2905547,0.0397,the department of dead letters,,,,,,,,0,15.97255919
8,337.2416667,313.4301097,0.105,your love means everything,,,,,,,,-2.194444444,5.021178884
8,332.3571429,307.6801168,0.143,dead beat,,,,,,,,-0.714285714,6.763600982
8,273.2059524,308.810559,0.217,for those about to rock,,,,,,,,17.21031746,6.421042725
8,304.3333333,272.1947876,0.0388,saint nothing,,,,,,,,7.777777778,17.51673102
8,241.2753968,313.1486111,0.567,love will tear us apart,,,,,,,,26.88624339,5.106481481
8,297,255.6306159,0.555,running,,,,,,,,10,22.53617699
8,344.4833333,281.2077895,0.515,you fell apart,,,,,,,,-4.388888889,14.78551832
8,288,285.2644578,0.814,jesus,,,,,,,,12.72727273,13.5562249
8,318.6675824,277.1605168,0.506,never be mine,,,,,,,,3.434065934,16.01196461
8,330.1617647,294.3530966,0.402,i felt the chill before the winter came,,,,,,,,-0.049019608,10.80209193
